V1,V2,class
0.146293,0.7637619999999999,1
0.702421,0.927967,1
0.23408800000000002,0.7334930000000001,1
0.855593,0.19036,1
0.246369,0.285249,1
0.191416,0.696854,1
0.172811,0.46507299999999996,1
0.566605,0.375844,1
0.10921199999999999,0.375232,1
0.904776,0.034503,1
0.421308,0.93773,1
0.630522,0.355916,1
0.786764,0.973268,1
0.807477,0.024434,1
0.9449420000000001,0.533945,1
0.45110100000000003,0.4844,1
0.399124,0.5070319999999999,1
0.292582,0.932142,1
0.762128,0.867563,1
0.607171,0.017091,1
0.913805,0.599038,1
0.588428,0.38509899999999997,1
0.647694,0.22442600000000001,1
0.149259,0.63554,1
0.024162,0.093727,1
0.961303,0.48347299999999993,1
0.218612,0.059715,1
0.006149,0.919133,1
0.255922,0.9400950000000001,1
0.9049860000000001,0.9392459999999999,1
0.656037,0.212144,1
0.817769,0.9881409999999999,1
0.6806939999999999,0.715002,1
0.758578,0.59135,1
0.567531,0.745171,1
0.760815,0.790375,1
0.865391,0.822317,1
0.444021,0.8945129999999999,1
0.7434,0.575381,1
0.183514,0.754125,1
0.9364549999999999,0.6530729999999999,1
0.26471500000000003,0.22944499999999998,1
0.811036,0.298188,1
0.115945,0.780012,1
0.011547,0.33728,1
0.579153,0.9904780000000001,1
0.9163870000000001,0.399082,1
0.470895,0.839461,1
0.37277899999999997,0.9064459999999999,1
0.155883,0.742853,1
0.39226300000000003,0.243186,1
0.639976,0.066638,1
0.751842,0.032041,1
0.170684,0.286089,1
0.587699,0.56816,1
0.14901099999999998,0.238288,1
0.035460000000000005,0.302697,1
0.627287,0.042941,1
0.9043329999999999,0.624876,1
0.169889,0.092659,1
0.459391,0.8167840000000001,1
0.08125,0.9054540000000001,1
0.004388,0.462442,1
0.2644,0.305051,1
0.106959,0.781147,1
0.26326700000000003,0.348733,1
0.9886780000000001,0.324814,1
0.363291,0.6577689999999999,1
0.814388,0.230016,1
0.97744,0.32210300000000003,1
0.358373,0.747668,1
0.928479,0.348796,1
0.799348,0.086748,1
0.65342,0.702846,1
0.201922,0.70319,1
0.802342,0.34936300000000003,1
0.579101,0.041070999999999996,1
0.181319,0.347639,1
0.298536,0.39042,1
0.497988,0.970563,1
0.9946790000000001,0.96446,1
0.9083129999999999,0.026877999999999996,1
0.079644,0.518835,1
0.9344110000000001,0.049165,1
0.407475,0.836327,1
0.925825,0.777027,1
0.639732,0.182809,1
0.870433,0.412787,1
0.384667,0.403665,1
0.02621,0.45615100000000003,1
0.237959,0.674606,1
0.541353,0.534582,1
0.439887,0.046814999999999996,1
0.957832,0.5377970000000001,1
0.981966,0.8335739999999999,1
0.252186,0.537596,1
0.645519,0.573991,1
0.8574579999999999,0.428368,1
0.635278,0.779185,1
0.9314290000000001,0.958953,1
0.183061,0.9172520000000001,1
0.988859,0.843153,1
0.739715,0.125581,1
0.899231,0.9340200000000001,1
0.147931,0.9525379999999999,1
0.16653099999999998,0.026172000000000004,1
0.494205,0.025285,1
0.35389,0.710715,1
0.17513900000000002,0.916467,1
0.49344499999999997,0.848981,1
0.081416,0.639731,1
0.33058000000000004,0.6541060000000001,1
0.702232,0.142513,1
0.29172600000000004,0.07361000000000001,1
0.38360500000000003,0.8842629999999999,1
0.136211,0.15146800000000002,1
0.935903,0.08924299999999999,1
0.355172,0.314771,1
0.27910100000000004,0.5452739999999999,1
0.514335,0.077938,1
0.8386899999999999,0.883268,1
0.9025190000000001,0.48651000000000005,1
0.960817,0.117128,1
0.043991,0.732949,1
0.702159,0.8495530000000001,1
0.860351,0.768443,1
0.968199,0.956527,1
0.526413,0.407565,1
0.122974,0.7517510000000001,1
0.354576,0.376753,1
0.8740319999999999,0.6019760000000001,1
0.363494,0.992914,1
0.448276,0.715216,1
0.539358,0.675076,1
0.817485,0.356005,1
0.18192,0.28983400000000004,1
0.006764,0.055353,1
0.142421,0.41046400000000005,1
0.324824,0.477808,1
0.206866,0.9299229999999999,1
0.691882,0.48395200000000005,1
0.355631,0.10955,1
0.10918699999999999,0.583946,1
0.139188,0.068128,1
0.7135319999999999,0.416174,1
0.949757,0.920099,1
0.7908310000000001,0.104775,1
0.539987,0.257033,1
0.584709,0.35084099999999996,1
0.742322,0.43308500000000005,1
0.729254,0.894258,1
0.976468,0.16301400000000002,1
0.659464,0.5466810000000001,1
0.797449,0.270446,1
0.408605,0.340814,1
0.43299899999999997,0.034397000000000004,1
0.788606,0.467193,1
0.986604,0.47369700000000003,1
0.067777,0.576858,1
0.741271,0.081795,1
0.9095489999999999,0.716784,1
0.7891560000000001,0.978524,1
0.5166069999999999,0.6346970000000001,1
0.033473,0.180767,1
0.6367010000000001,0.440827,1
0.461636,0.71055,1
0.329565,0.646425,1
0.47237700000000005,0.5569649999999999,1
0.168819,0.412313,1
0.9546290000000001,0.087397,1
0.8583639999999999,0.435487,1
0.7622479999999999,0.36391,1
0.079718,0.277742,1
0.206182,0.9622229999999999,1
0.754879,0.097558,1
0.19448900000000002,0.313577,1
0.8087489999999999,0.6849029999999999,1
0.690653,0.293885,1
0.945782,0.41839799999999994,1
0.23191199999999998,0.7699199999999999,1
0.9174559999999999,0.26521500000000003,1
0.351889,0.078875,1
0.250321,0.22634,1
0.8855559999999999,0.965513,1
0.428807,0.69328,1
0.299656,0.330194,1
0.08261,0.027061,1
0.38795,0.251447,1
0.815419,0.296288,1
0.8982180000000001,0.138324,1
0.929882,0.518306,1
0.9167350000000001,0.540659,1
0.453167,0.9359629999999999,1
0.125969,0.099438,1
0.5480689999999999,0.832199,1
0.372541,0.354825,1
0.6066050000000001,0.135669,1
0.335036,0.646026,1
0.06614600000000001,0.602823,1
0.46503,0.134992,1
0.26257600000000003,0.6753640000000001,1
0.7897430000000001,0.065074,1
0.440629,0.206704,1
0.6110180000000001,0.726105,1
0.37845100000000004,0.127038,1
0.612859,0.238965,1
0.951641,0.773868,1
0.398568,0.19556500000000002,1
0.361374,0.053297000000000004,1
0.018522,0.39424899999999996,1
0.681946,0.8171229999999999,1
0.620976,0.396005,1
0.844935,0.841758,1
0.9607549999999999,0.393447,1
0.17036300000000001,0.5772189999999999,1
0.134542,0.932407,1
0.079675,0.397894,1
0.5764729999999999,0.35504,1
0.68096,0.431551,1
0.044045,0.443751,1
0.5038279999999999,0.168998,1
0.051899,0.636799,1
0.779443,0.96405,1
0.9698120000000001,0.359321,1
0.310702,0.221925,1
0.791274,0.467613,1
0.158138,0.543929,1
0.40031300000000003,0.53984,1
0.079113,0.34725100000000003,1
0.016791999999999998,0.762976,1
0.9009729999999999,0.5109319999999999,1
0.384153,0.463596,1
0.783277,0.412529,1
0.178651,0.9092790000000001,1
0.62988,0.314748,1
0.065407,0.8676940000000001,1
0.7485539999999999,0.437271,1
0.804128,0.552075,1
0.22399299999999997,0.20624099999999998,1
0.816166,0.004618,1
0.36947199999999997,0.112344,1
0.664585,0.673462,1
0.053086,0.32815900000000003,1
0.970231,0.9242319999999999,1
0.656417,0.736405,1
0.38932,0.493753,1
0.9166270000000001,0.30296999999999996,1
0.41184399999999993,0.441395,1
0.927408,0.7920520000000001,1
0.905156,0.9825729999999999,1
0.129869,0.6654909999999999,1
0.523361,0.699342,1
0.21135700000000002,0.63434,1
0.330685,0.014556,1
0.448383,0.737952,1
0.245794,0.488979,1
0.179221,0.01432,1
0.20406400000000002,0.45478500000000005,1
0.7724310000000001,0.795172,1
0.256094,0.734263,1
0.669455,0.41025100000000003,1
0.173283,0.709144,1
0.8226030000000001,0.6174810000000001,1
0.515116,0.803804,1
0.124173,0.38915700000000003,1
0.527791,0.5247189999999999,1
0.228095,0.779061,1
0.6901510000000001,0.55887,1
0.502412,0.47135900000000003,1
0.20040999999999998,0.075433,1
0.719073,0.269352,1
0.205936,0.29792199999999996,1
0.48692799999999997,0.220671,1
0.118423,0.618037,1
0.36448800000000003,0.295184,1
0.928048,0.007866,1
0.050901,0.532888,1
0.032753,0.253643,1
0.046787,0.361292,1
0.732596,0.58215,1
0.7009810000000001,0.345236,1
0.20413499999999998,0.579937,1
0.614888,0.9768700000000001,1
0.466105,0.915883,1
0.9630700000000001,0.239441,1
0.575195,0.269239,1
0.40686700000000003,0.585811,1
0.049505,0.038122,1
0.927242,0.661063,1
0.307323,0.857556,1
0.083721,0.568307,1
0.730129,0.691485,1
0.918213,0.727767,1
0.811279,0.279796,1
0.9656450000000001,0.41144899999999995,1
0.735635,0.019247999999999998,1
0.607776,0.849174,1
0.6503979999999999,0.936285,1
0.312216,0.396492,1
0.8337399999999999,0.27008000000000004,1
0.13558199999999998,0.630949,1
0.945333,0.325759,1
0.237889,0.400436,1
0.551689,0.6805770000000001,1
0.054703999999999996,0.7857930000000001,1
0.15923199999999998,0.529977,1
0.204219,0.65959,1
0.05936,0.9457399999999999,1
0.16836600000000002,0.023984000000000002,1
0.392241,0.085111,1
0.280202,0.5927560000000001,1
0.969909,0.9375700000000001,1
0.574256,0.14612999999999998,1
0.5642659999999999,0.025075999999999998,1
0.61216,0.031707,1
0.56186,0.58192,1
0.482825,0.8107840000000001,1
0.114876,0.13195,1
0.794559,0.456613,1
0.176553,0.053773,1
0.625979,0.699583,1
0.09926900000000001,0.678643,1
0.083177,0.08405599999999999,1
0.794854,0.701092,1
0.32257399999999997,0.052568,1
0.809196,0.198971,1
0.642018,0.9053129999999999,1
0.047022,0.357406,1
0.517107,0.796334,1
0.29775799999999997,0.07029099999999999,1
0.265395,0.022541,1
0.159662,0.9532809999999999,1
0.358032,0.7376729999999999,1
0.43698000000000004,0.943852,1
0.266571,0.880541,1
0.593643,0.586846,1
0.132081,0.545365,1
0.387065,0.308025,1
0.474368,0.24174099999999998,1
0.376916,0.46350600000000003,1
0.621019,0.492767,1
0.606237,0.719551,1
0.529163,0.0020559999999999997,1
0.38611,0.365028,1
0.19722699999999999,0.183869,1
0.780076,0.487991,1
0.9196639999999999,0.195301,1
0.080834,0.55813,1
0.224517,0.7354609999999999,1
0.29925999999999997,0.8485030000000001,1
0.451866,0.783779,1
0.444582,0.302746,1
0.580596,0.138073,1
0.164607,0.9081290000000001,1
0.09162100000000001,0.082733,1
0.13614300000000001,0.370115,1
0.367578,0.7683409999999999,1
0.44833999999999996,0.9007290000000001,1
0.37219800000000003,0.916298,1
0.10543599999999999,0.230857,1
0.12695,0.275465,1
0.6904560000000001,0.535732,1
0.808251,0.852616,1
0.17765999999999998,0.823183,1
0.1254,0.314396,1
0.859139,0.47585,1
0.007614,0.115775,1
0.359677,0.061403,1
0.527914,0.8484299999999999,1
0.754093,0.228915,1
0.4223,0.022213,1
0.8725290000000001,0.494885,1
0.5245479999999999,0.9938520000000001,1
0.981715,0.9890030000000001,1
0.9301440000000001,0.039262,1
0.16399999999999998,0.777624,1
0.7272770000000001,0.629288,1
0.88102,0.211983,1
0.688466,0.813479,1
0.405117,0.8585719999999999,1
0.40333600000000003,0.24242199999999997,1
0.029204,0.9606690000000001,1
0.9511870000000001,0.766416,1
0.224517,0.05289,1
0.361452,0.73674,1
0.20578000000000002,0.304711,1
0.7907770000000001,0.105493,1
0.684563,0.404277,1
0.557371,0.170948,1
0.944161,0.310402,1
0.916466,0.347628,1
0.753132,0.998533,1
0.735097,0.653725,1
0.049625999999999997,0.405532,1
0.030115,0.70328,1
0.774981,0.138504,1
0.67024,0.8664649999999999,1
0.712554,0.154472,1
0.41113599999999995,0.918557,1
0.696577,0.540586,1
0.831882,0.936673,1
0.095842,0.7286239999999999,1
0.671909,0.42305299999999996,1
0.048329000000000004,0.962916,1
0.529366,0.634656,1
0.525415,0.6074039999999999,1
0.8750479999999999,0.881066,1
0.9381010000000001,0.92543,1
0.8604209999999999,0.116176,1
0.662725,0.29490900000000003,1
0.453975,0.49385,1
0.559924,0.43193400000000004,1
0.027014,0.683724,1
0.28815100000000005,0.08742899999999999,1
0.628169,0.650567,1
0.9718180000000001,0.8543430000000001,1
0.835356,0.289057,1
0.574217,0.176956,1
0.254517,0.775584,1
0.146616,0.38924699999999995,1
0.44645100000000004,0.749668,1
0.977504,0.625845,1
0.306164,0.469776,1
0.549711,0.746962,1
0.693601,0.9018450000000001,1
0.12820299999999998,0.997792,1
0.420279,0.293498,1
0.747621,0.9832190000000001,1
0.5332720000000001,0.16296,1
0.346175,0.6802739999999999,1
0.206125,0.788866,1
0.801289,0.633646,1
0.44573500000000005,0.225665,1
0.662456,0.183617,1
0.254861,0.589024,1
0.44801,0.561207,1
0.8518700000000001,0.856635,1
0.47509700000000005,0.951838,1
0.042463,0.712032,1
0.325906,0.176745,1
0.862561,0.022524000000000002,1
0.218243,0.47042700000000004,1
0.167184,0.38705100000000003,1
0.744848,0.942788,1
0.9270709999999999,0.815783,1
0.673371,0.706226,1
0.612953,0.010463,1
0.757729,0.32078,1
0.19681300000000002,0.903007,1
0.801583,0.164542,1
0.980117,0.079598,1
0.535999,0.5718850000000001,1
0.670921,0.468451,1
0.22585500000000003,0.098683,1
0.8749379999999999,0.201714,1
0.303369,0.071525,1
0.44002399999999997,0.8753850000000001,1
0.742168,0.65704,1
0.8992530000000001,0.525892,1
0.33158200000000004,0.047806,1
0.5946319999999999,0.517944,1
0.48840600000000006,0.002896,1
0.931687,0.195495,1
0.752167,0.9039940000000001,1
0.614546,0.586118,1
0.649937,0.6921010000000001,1
0.6418510000000001,0.668856,1
0.188079,0.5351859999999999,1
0.305682,0.716544,1
0.830786,0.843785,1
0.428908,0.005850999999999999,1
0.459128,0.29934299999999997,1
0.600735,0.751771,1
0.4693,0.88925,1
0.225927,0.46799999999999997,1
0.865108,0.552836,1
0.790072,0.080623,1
0.927216,0.934208,1
0.8614229999999999,0.029767000000000002,1
0.8005260000000001,0.9106639999999999,1
0.9992770000000001,0.282342,1
0.13103099999999998,0.019515,1
0.919501,0.648716,1
0.704847,0.641497,1
0.9797379999999999,0.047167,1
0.8945930000000001,0.8155640000000001,1
0.289992,0.39216100000000004,1
0.602151,0.857701,1
0.52869,0.595982,1
0.30180500000000005,0.535484,1
0.8500059999999999,0.767988,1
0.734115,0.410504,1
0.105124,0.071714,1
0.778359,0.10231,1
0.968297,0.857294,1
0.040222,0.650457,1
0.457963,0.625132,1
0.7314,0.8552719999999999,1
0.773848,0.096498,1
0.48911000000000004,0.46334899999999996,1
0.332906,0.167684,1
0.886028,0.330374,1
0.380085,0.8065859999999999,1
0.514953,0.241723,1
0.574364,0.014062999999999999,1
0.697548,0.900393,1
0.506124,0.817144,1
0.062802,0.702162,1
0.188871,0.887124,1
0.468368,0.30948600000000004,1
0.18645899999999999,0.782833,1
0.99677,0.708496,1
0.1864,0.007826000000000001,1
0.048451999999999995,0.387538,1
0.510496,0.039965,1
0.874983,0.511083,1
0.265963,0.24285900000000002,1
0.248241,0.47941000000000006,1
0.583337,0.10083500000000001,1
0.345195,0.062321,1
0.661933,0.5325979999999999,1
0.342945,0.374261,1
0.149224,0.133467,1
0.664975,0.318554,1
0.717467,0.072049,1
0.2971,0.770075,1
0.569052,0.024428000000000002,1
0.100378,0.688523,1
0.0014529999999999999,0.967447,1
0.588321,0.55857,1
0.093348,0.8723629999999999,1
0.206992,0.038511000000000004,1
0.035372,0.341148,1
0.7591359999999999,0.465629,1
0.6221270000000001,0.009922,1
0.24728699999999998,0.914358,1
0.9465049999999999,0.107493,1
0.075811,0.8324239999999999,1
0.393036,0.90171,1
0.24815500000000001,0.8904799999999999,1
0.613866,0.892275,1
0.9230889999999999,0.57238,1
0.289186,0.515946,1
0.452556,0.20606300000000002,1
0.123279,0.818485,1
0.81372,0.589136,1
0.70808,0.017461,1
0.169173,0.098585,1
0.598009,0.130987,1
0.141715,0.19066,1
0.183041,0.879703,1
0.273987,0.49481400000000003,1
0.721346,0.8827719999999999,1
0.05821799999999999,0.284683,1
0.198553,0.763415,1
0.8676709999999999,0.969457,1
0.517548,0.15546,1
0.0989,0.390585,1
0.890917,0.75962,1
0.8427129999999999,0.131591,1
0.207558,0.5366920000000001,1
0.44178999999999996,0.752922,1
0.575621,0.844585,1
0.364178,0.8490559999999999,1
0.205891,0.8270780000000001,1
0.9244399999999999,0.091722,1
0.29284899999999997,0.644419,1
0.518007,0.9709479999999999,1
0.5751029999999999,0.19935899999999998,1
0.19933900000000002,0.7747149999999999,1
0.8125100000000001,0.8569559999999999,1
0.6307699999999999,0.458387,1
0.5042449999999999,0.282425,1
0.656474,0.446668,1
0.790222,0.928582,1
0.014761000000000002,0.083692,1
0.627713,0.892863,1
0.99195,0.400953,1
0.01563,0.8336629999999999,1
0.142371,0.10814000000000001,1
0.250898,0.386683,1
0.551574,0.22853099999999998,1
0.9444799999999999,0.054229999999999993,1
0.50361,0.5984619999999999,1
0.799034,0.8538709999999999,1
0.828305,0.529493,1
0.9558559999999999,0.107573,1
0.650712,0.292219,1
0.055667999999999995,0.6284420000000001,1
0.742487,0.722316,1
0.025976999999999997,0.219406,1
0.18371700000000002,0.172226,1
0.007143000000000001,0.836635,1
0.583756,0.235999,1
0.759966,0.9902620000000001,1
0.680936,0.160185,1
0.359503,0.955909,1
0.74354,0.620222,1
0.972999,0.15275999999999998,1
0.8282129999999999,0.589667,1
0.044233,0.607408,1
0.617055,0.358692,1
0.262234,0.767417,1
0.25087600000000004,0.368611,1
0.27923600000000004,0.054527,1
0.303696,0.420839,1
0.26093099999999997,0.45464799999999994,1
0.802299,0.9914950000000001,1
0.001446,0.13026600000000002,1
0.984742,0.8369979999999999,1
0.516174,0.510625,1
0.312973,0.81133,1
0.7375,0.5660000000000001,1
0.107269,0.832257,1
0.181586,0.004631000000000001,1
0.053991,0.231645,1
0.22885999999999998,0.9443379999999999,1
0.753186,0.304111,1
0.966456,0.205585,1
0.41886,0.7286,1
0.377797,0.748724,1
0.8222940000000001,0.679081,1
0.032686,0.9353819999999999,1
0.5775359999999999,0.863402,1
0.33064499999999997,0.232433,1
0.9082809999999999,0.433461,1
0.7809550000000001,0.696712,1
0.106601,0.695172,1
0.764726,0.079623,1
0.996553,0.813344,1
0.717508,0.673003,1
0.849475,0.254415,1
0.695361,0.08109,1
0.362807,0.539082,1
0.842981,0.94816,1
0.510582,0.987261,1
0.369361,0.297396,1
0.301259,0.529339,1
0.254671,0.5437420000000001,1
0.737364,0.330623,1
0.06141900000000001,0.432015,1
0.5614319999999999,0.929894,1
0.903644,0.12124000000000001,1
0.694062,0.8284290000000001,1
0.839793,0.38716,1
0.622396,0.982347,1
0.698099,0.447117,1
0.381155,0.449093,1
0.6177,0.22494099999999997,1
0.18338800000000002,0.517887,1
0.394391,0.968252,1
0.204381,0.014371,1
0.056821,0.006515000000000001,1
0.499709,0.111275,1
0.9671200000000001,0.095456,1
0.5472279999999999,0.899759,1
0.139324,0.231884,1
0.442791,0.18020799999999998,1
0.399688,0.042719,1
0.350819,0.416605,1
0.47480900000000004,0.8529959999999999,1
0.413364,0.5652020000000001,1
0.08673600000000001,0.319828,1
0.955083,0.536064,1
0.6585840000000001,0.082807,1
0.486617,0.375168,1
0.289866,0.226032,1
0.705121,0.8650760000000001,1
0.24768400000000002,0.472951,1
0.418249,0.133828,1
0.338045,0.942393,1
0.076685,0.034513999999999996,1
0.171024,0.9826940000000001,1
0.390344,0.512133,1
0.514119,0.070494,1
0.32466300000000003,0.9096549999999999,1
0.640108,0.011807,1
0.625941,0.181831,1
0.818816,0.71515,1
0.908472,0.28313699999999997,1
0.8766879999999999,0.620028,1
0.251242,0.575346,1
0.053662,0.45877799999999996,1
0.198291,0.9605549999999999,1
0.22379200000000002,0.40575900000000004,1
0.034326999999999996,0.58713,1
0.914221,0.8250959999999999,1
0.216007,0.398848,1
0.456513,0.766671,1
0.8793190000000001,0.501633,1
0.035038,0.07978400000000001,1
0.41480500000000003,0.307645,1
0.358976,0.5148510000000001,1
0.204877,0.683055,1
0.177729,0.465789,1
0.7513,0.8737159999999999,1
0.883885,0.069161,1
0.585932,0.812033,1
0.003589,0.22090900000000002,1
0.554106,0.518679,1
0.461057,0.697471,1
0.287581,0.704421,1
0.122151,0.9753209999999999,1
0.9427760000000001,0.350145,1
0.271348,0.531402,1
0.570038,0.9973200000000001,1
0.357082,0.376717,1
0.80099,0.716421,1
0.552379,0.326254,1
0.8935379999999999,0.23751,1
0.42083999999999994,0.040688999999999996,1
0.557909,0.524958,1
0.252469,0.18877,1
0.402123,0.157444,1
0.439485,0.174024,1
0.28160999999999997,0.234683,1
0.599179,0.745383,1
0.315197,0.17396,1
0.019053,0.46858,1
0.8384959999999999,0.682381,1
0.398867,0.473621,1
0.10576500000000001,0.394868,1
0.7949069999999999,0.113376,1
0.12258699999999999,0.15327000000000002,1
0.133685,0.169304,1
0.594262,0.668559,1
0.655462,0.022563,1
0.6086090000000001,0.355944,1
0.17238499999999998,0.772209,1
0.336872,0.461815,1
0.081692,0.626945,1
0.732777,0.211823,1
0.661377,0.022844,1
0.9372520000000001,0.6009439999999999,1
0.29383000000000004,0.826678,1
0.855184,0.61928,1
0.9124260000000001,0.673002,1
0.16056199999999998,0.161426,1
0.14666400000000002,0.95283,1
0.8076979999999999,0.602583,1
0.35339499999999996,0.222735,1
0.978709,0.041208,1
0.9648329999999999,0.835441,1
0.28127800000000003,0.505836,1
0.35845,0.40641700000000003,1
0.925708,0.002814,1
0.759536,0.325754,1
0.556611,0.142044,1
0.524115,0.900546,1
0.392074,0.21941599999999997,1
0.518049,0.870251,1
0.331978,0.057485,1
0.20761500000000002,0.9759469999999999,1
0.737138,0.610035,1
0.507472,0.9841799999999999,1
0.652257,0.321525,1
0.393869,0.06702000000000001,1
0.34820999999999996,0.49901899999999993,1
0.784094,0.722202,1
0.192965,0.502047,1
0.20758600000000002,0.480705,1
0.025484,0.384956,1
0.349802,0.493828,1
0.40325,0.736643,1
0.63683,0.7178140000000001,1
0.321588,0.854184,1
0.6469189999999999,0.821305,1
0.261737,0.05971900000000001,1
0.284492,0.12937200000000001,1
0.7147,0.9240389999999999,1
0.332899,0.887595,1
0.649131,0.39569099999999996,1
0.21405,0.880655,1
0.7441220000000001,0.351022,1
0.5262640000000001,0.972115,1
0.591489,0.878402,1
0.206044,0.445546,1
0.487225,0.689018,1
0.965208,0.121886,1
0.8780680000000001,0.406931,1
0.991655,0.10389100000000001,1
0.006669,0.132731,1
0.770263,0.655758,1
0.807643,0.597949,1
0.27980700000000003,0.164502,1
0.6468079999999999,0.43149899999999997,1
0.7524350000000001,0.349351,1
0.067223,0.5447770000000001,1
0.644193,0.8864549999999999,1
0.308177,0.408634,1
